"","Sample.Code","Site.Code","Visit.Date","Year","precip","precipdays","wtr_year"
"1407","09BLA0772_2002","09BLA0772",2002-09-19,"2002",1061.1,185,2002
"1408","09BLA0772_2003","09BLA0772",2003-08-28,"2003",808.5,151,2003
"1409","09BLA0772_2007","09BLA0772",2007-08-09,"2007",1078.5,170,2007
"1410","09BLA0772_21","09BLA0772",2021-09-15,"2021",915.6,155,2021
"1411","09BLA0772_21_R","09BLA0772",2021-09-15,"2021",915.6,155,2021
"1412","09BLA0817/06-R","09BLA0817",2006-08-07,"2006",1001.1,171,2006
"1413","09BLA0817/09","09BLA0817",2009-08-10,"2009",790.9,151,2009
"1414","09BLA0817/10","09BLA0817",2010-09-14,"2010",1027.2,179,2010
"1415","09BLA0817_11","09BLA0817",2011-08-25,"2011",1134.6,183,2011
"1416","09BLA0817_12","09BLA0817",2012-08-28,"2012",992.4,174,2012
"1417","09BLA0817_13","09BLA0817",2013-08-05,"2013",1042.2,170,2013
"1418","09BLA0817_14","09BLA0817",2014-08-26,"2014",889,134,2014
"1419","09BLA0817_15","09BLA0817",2015-08-18,"2015",856.8,125,2015
"1420","09BLA0817_16","09BLA0817",2016-08-31,"2016",1178.2,165,2016
"1421","09BLA0817_18","09BLA0817",2018-08-08,"2018",1032.2,146,2018
"1422","09BLA0817_19","09BLA0817",2019-09-04,"2019",859.9,129,2019
"1423","09BLA0817_20","09BLA0817",2020-08-13,"2020",937.1,160,2020
"1424","09BLA0817_2002","09BLA0817",2002-08-27,"2002",1023.3,180,2002
"1425","09BLA0817_2002R2","09BLA0817",2002-08-27,"2002",1023.3,180,2002
"1426","09BLA0817_2003","09BLA0817",2003-08-28,"2003",789.1,151,2003
"1427","09BLA0817_2007","09BLA0817",2007-08-15,"2007",1044.9,165,2007
"1428","09BLA0817_21","09BLA0817",2021-09-23,"2021",953.7,156,2021
"1429","09COV1165/05","09COV1165",2005-09-09,"2005",976.5,164,2005
"1430","09COV1165/05-R","09COV1165",2005-09-09,"2005",976.5,164,2005
"1431","09COV1165/08","09COV1165",2008-08-12,"2008",971.8,195,2008
"1432","09COV1165/09","09COV1165",2009-09-10,"2009",1108,172,2009
"1433","09COV1165/10","09COV1165",2010-09-07,"2010",1228,186,2010
"1434","09COV1165_11","09COV1165",2011-09-15,"2011",1340.1,198,2011
"1435","09COV1165_12","09COV1165",2012-08-28,"2012",1178.1,181,2012
"1436","09COV1165_13","09COV1165",2013-08-27,"2013",1155.7,187,2013
"1437","09COV1165_14","09COV1165",2014-09-18,"2014",1151.8,155,2014
"1438","09COV1165_15","09COV1165",2015-09-16,"2015",1041.9,160,2015
"1439","09COV1165_16","09COV1165",2016-08-16,"2016",1420.3,183,2016
"1440","09COV1165_17","09COV1165",2017-08-03,"2017",1272.6,193,2017
"1441","09COV1165_19","09COV1165",2019-09-12,"2019",987.9,161,2019
"1442","09COV1165_19_R","09COV1165",2019-09-12,"2019",987.9,161,2019
"1443","09COV1165_20","09COV1165",2020-07-23,"2020",1100.3,180,2020
"1444","09COV1165_2002","09COV1165",2002-08-29,"2002",1272.7,185,2002
"1445","09COV1165_2003","09COV1165",2003-09-25,"2003",966.8,170,2003
"1446","09COV1165_2007","09COV1165",2007-08-20,"2007",1299.2,177,2007
"1447","09COV1165_21","09COV1165",2021-10-04,"2021",1.2,3,2022
"1448","09COV1418/05","09COV1418",2005-08-18,"2005",1012.2,161,2005
"1449","09COV1418/06","09COV1418",2006-08-29,"2006",1270.6,181,2006
"1450","09COV1418/08","09COV1418",2008-08-12,"2008",1021.6,195,2008
"1451","09COV1418/09","09COV1418",2009-09-10,"2009",1182.7,173,2009
"1452","09COV1418/10","09COV1418",2010-09-07,"2010",1248.4,185,2010
"1453","09COV1418_11","09COV1418",2011-09-15,"2011",1363.9,198,2011
"1454","09COV1418_12","09COV1418",2012-08-28,"2012",1203.3,179,2012
"1455","09COV1418_13","09COV1418",2013-08-15,"2013",1160,182,2013
"1456","09COV1418_14","09COV1418",2014-09-04,"2014",1189.6,155,2014
"1457","09COV1418_14_R","09COV1418",2014-09-04,"2014",1189.6,155,2014
"1458","09COV1418_15","09COV1418",2015-08-27,"2015",976.1,142,2015
"1459","09COV1418_15_R","09COV1418",2015-08-27,"2015",976.1,142,2015
"1460","09COV1418_16","09COV1418",2016-09-28,"2016",1447,199,2016
"1461","09COV1418_17","09COV1418",2017-08-17,"2017",1279.7,192,2017
"1462","09COV1418_18","09COV1418",2018-09-27,"2018",1160.7,186,2018
"1463","09COV1418_18_R","09COV1418",2018-09-27,"2018",1160.7,186,2018
"1464","09COV1418_19","09COV1418",2019-09-19,"2019",1065.4,165,2019
"1465","09COV1418_20","09COV1418",2020-07-29,"2020",1117.2,175,2020
"1466","09COV1418_2002","09COV1418",2002-08-22,"2002",1343.8,186,2002
"1467","09COV1418_2007","09COV1418",2007-08-20,"2007",1371,181,2007
"1468","09COV1418_21","09COV1418",2021-10-05,"2021",12.9,4,2022
"1469","09COV1756/05","09COV1756",2005-09-09,"2005",1086.7,173,2005
"1470","09COV1756/06","09COV1756",2006-08-21,"2006",1339.5,184,2006
"1471","09COV1756/08","09COV1756",2008-09-11,"2008",1154.7,209,2008
"1472","09COV1756/09","09COV1756",2009-08-31,"2009",1210.1,173,2009
"1473","09COV1756/10","09COV1756",2010-09-15,"2010",1268.8,193,2010
"1474","09COV1756_11","09COV1756",2011-09-06,"2011",1391,199,2011
"1475","09COV1756_12","09COV1756",2012-09-20,"2012",1243.2,185,2012
"1476","09COV1756_13","09COV1756",2013-08-26,"2013",1175.1,180,2013
"1477","09COV1756_14","09COV1756",2014-09-11,"2014",1254.1,155,2014
"1478","09COV1756_14_R","09COV1756",2014-09-11,"2014",1254.1,155,2014
"1479","09COV1756_15","09COV1756",2015-08-19,"2015",972.8,142,2015
"1480","09COV1756_16","09COV1756",2016-07-27,"2016",1389.1,181,2016
"1481","09COV1756_17","09COV1756",2017-07-26,"2017",1255,186,2017
"1482","09COV1756_18","09COV1756",2018-09-11,"2018",1154.4,180,2018
"1483","09COV1756_19","09COV1756",2019-08-13,"2019",1048.4,159,2019
"1484","09COV1756_20","09COV1756",2020-07-28,"2020",1167.9,174,2020
"1485","09COV1756_2002","09COV1756",2002-09-30,"2002",1446.8,201,2002
"1486","09COV1756_2003R1","09COV1756",2003-09-22,"2003",1076.7,174,2003
"1487","09COV1756_2007","09COV1756",2007-08-28,"2007",1460.4,188,2007
"1488","09COV1756_21","09COV1756",2021-10-04,"2021",3.1,2,2022
"1489","09COV1862/05-R","09COV1862",2005-08-18,"2005",1066.7,167,2005
"1490","09COV1862/06","09COV1862",2006-08-01,"2006",1337.3,183,2006
"1491","09COV1862/08","09COV1862",2008-08-12,"2008",1090.5,196,2008
"1492","09COV1862/08-R","09COV1862",2008-08-12,"2008",1090.5,196,2008
"1493","09COV1862/09","09COV1862",2009-08-31,"2009",1210.1,173,2009
"1494","09COV1862/10","09COV1862",2010-09-07,"2010",1254,189,2010
"1495","09COV1862_11","09COV1862",2011-09-15,"2011",1391,199,2011
"1496","09COV1862_13","09COV1862",2013-08-05,"2013",1168.6,174,2013
"1497","09COV1862_14","09COV1862",2014-08-11,"2014",1169.5,148,2014
"1498","09COV1862_15","09COV1862",2015-08-05,"2015",955.9,140,2015
"1499","09COV1862_16","09COV1862",2016-07-27,"2016",1389.1,181,2016
"1500","09COV1862_17","09COV1862",2017-07-26,"2017",1255,186,2017
"1501","09COV1862_18","09COV1862",2018-09-20,"2018",1188.3,187,2018
"1502","09COV1862_19","09COV1862",2019-07-18,"2019",1036.2,155,2019
"1503","09COV1862_20","09COV1862",2020-07-30,"2020",1167.9,174,2020
"1504","09COV1862_2002","09COV1862",2002-08-15,"2002",1424.9,189,2002
"1505","09COV1862_2007","09COV1862",2007-08-15,"2007",1428.9,182,2007
"1506","09COV1862_21","09COV1862",2021-07-22,"2021",1125.1,170,2021
"1507","09COV1864/08","09COV1864",2008-08-12,"2008",1090.5,196,2008
"1508","09COV1864/09","09COV1864",2009-08-31,"2009",1210.1,173,2009
"1509","09COV1864/10","09COV1864",2010-09-15,"2010",1268.8,193,2010
"1510","09COV1864_11","09COV1864",2011-09-15,"2011",1391,199,2011
"1511","09COV1864_12","09COV1864",2012-08-27,"2012",1237.9,182,2012
"1512","09COV1864_13","09COV1864",2013-08-19,"2013",1173,177,2013
"1513","09COV1864_14","09COV1864",2014-08-11,"2014",1169.5,148,2014
"1514","09COV1864_17","09COV1864",2017-08-03,"2017",1255,186,2017
"1515","09COV1864_18","09COV1864",2018-09-20,"2018",1188.3,187,2018
"1516","09COV1864_19","09COV1864",2019-07-18,"2019",1036.2,155,2019
"1517","09COV1864_20","09COV1864",2020-08-03,"2020",1167.9,174,2020
"1518","09COV1864_2002","09COV1864",2002-08-15,"2002",1424.9,189,2002
"1519","09COV1864_2007","09COV1864",2007-08-15,"2007",1428.9,182,2007
"1520","09COV1864_21","09COV1864",2021-07-22,"2021",1125.1,170,2021
"1521","09DEE2163/05","09DEE2163",2005-09-20,"2005",1181.7,178,2005
"1522","09DEE2163/06","09DEE2163",2006-08-17,"2006",1443.6,186,2006
"1523","09DEE2163/08","09DEE2163",2008-08-19,"2008",1283.2,202,2008
"1524","09DEE2163/09","09DEE2163",2009-08-06,"2009",1312.9,172,2009
"1525","09DEE2163/10","09DEE2163",2010-08-30,"2010",1300.6,186,2010
"1526","09DEE2163_11","09DEE2163",2011-08-16,"2011",1628.5,200,2011
"1527","09DEE2163_12","09DEE2163",2012-08-27,"2012",1468,189,2012
"1528","09DEE2163_13","09DEE2163",2013-08-07,"2013",1365.1,180,2013
"1529","09DEE2163_14","09DEE2163",2014-08-19,"2014",1400.1,154,2014
"1530","09DEE2163_14_R","09DEE2163",2014-08-19,"2014",1400.1,154,2014
"1531","09DEE2163_15","09DEE2163",2015-09-15,"2015",1216.1,157,2015
"1532","09DEE2163_16","09DEE2163",2016-08-04,"2016",1598.9,208,2016
"1533","09DEE2163_17","09DEE2163",2017-08-16,"2017",1443.4,212,2017
"1534","09DEE2163_20","09DEE2163",2020-08-24,"2020",1514.3,204,2020
"1535","09DEE2163_2002","09DEE2163",2002-09-09,"2002",1506,200,2002
"1536","09DEE2163_2007","09DEE2163",2007-08-21,"2007",1592,197,2007
"1537","09DEE2163_21","09DEE2163",2021-10-07,"2021",16.7,4,2022
"1538","09DEE2208/05","09DEE2208",2005-08-31,"2005",1161.7,173,2005
"1539","09DEE2208/05-R","09DEE2208",2005-08-31,"2005",1161.7,173,2005
"1540","09DEE2208/06","09DEE2208",2006-08-17,"2006",1443.6,186,2006
"1541","09DEE2208/06-R","09DEE2208",2006-08-17,"2006",1443.6,186,2006
"1542","09DEE2208/08","09DEE2208",2008-08-14,"2008",1268.1,199,2008
"1543","09DEE2208/09","09DEE2208",2009-08-18,"2009",1344,179,2009
"1544","09DEE2208/09-R","09DEE2208",2009-08-18,"2009",1344,179,2009
"1545","09DEE2208/10","09DEE2208",2010-08-30,"2010",1300.6,186,2010
"1546","09DEE2208/10-R","09DEE2208",2010-08-30,"2010",1300.6,186,2010
"1547","09DEE2208_11","09DEE2208",2011-08-16,"2011",1628.5,200,2011
"1548","09DEE2208_12","09DEE2208",2012-09-25,"2012",1476.8,195,2012
"1549","09DEE2208_13","09DEE2208",2013-08-22,"2013",1370.4,183,2013
"1550","09DEE2208_14","09DEE2208",2014-08-19,"2014",1400.1,154,2014
"1551","09DEE2208_15","09DEE2208",2015-08-20,"2015",1150.4,146,2015
"1552","09DEE2208_16","09DEE2208",2016-08-30,"2016",1606.3,212,2016
"1553","09DEE2208_17","09DEE2208",2017-08-29,"2017",1445.4,214,2017
"1554","09DEE2208_18","09DEE2208",2018-09-06,"2018",1383.9,209,2018
"1555","09DEE2208_19","09DEE2208",2019-08-28,"2019",1198.5,188,2019
"1556","09DEE2208_20","09DEE2208",2020-08-06,"2020",1500.1,200,2020
"1557","09DEE2208_2002","09DEE2208",2002-08-14,"2002",1494.3,193,2002
"1558","09DEE2208_2003","09DEE2208",2003-08-18,"2003",1099,163,2003
"1559","09DEE2208_2007","09DEE2208",2007-08-22,"2007",1592,197,2007
"1560","09DEE2208_21","09DEE2208",2021-10-07,"2021",16.7,4,2022
"1561","09DEE2211/05","09DEE2211",2005-08-22,"2005",1142.7,170,2005
"1562","09DEE2211/08","09DEE2211",2008-08-14,"2008",1268.1,199,2008
"1563","09DEE2211/09","09DEE2211",2009-08-06,"2009",1312.9,172,2009
"1564","09DEE2211/10","09DEE2211",2010-08-30,"2010",1300.6,186,2010
"1565","09DEE2211_12","09DEE2211",2012-09-05,"2012",1469,190,2012
"1566","09DEE2211_13","09DEE2211",2013-08-19,"2013",1370.4,183,2013
"1567","09DEE2211_14","09DEE2211",2014-08-19,"2014",1400.1,154,2014
"1568","09DEE2211_16","09DEE2211",2016-08-09,"2016",1605.5,211,2016
"1569","09DEE2211_16_R","09DEE2211",2016-08-09,"2016",1605.5,211,2016
"1570","09DEE2211_17","09DEE2211",2017-08-08,"2017",1440,210,2017
"1571","09DEE2211_18","09DEE2211",2018-08-23,"2018",1375.4,205,2018
"1572","09DEE2211_19","09DEE2211",2019-08-19,"2019",1188,186,2019
"1573","09DEE2211_20","09DEE2211",2020-08-06,"2020",1500.1,200,2020
"1574","09DEE2211_2002","09DEE2211",2002-09-09,"2002",1506,200,2002
"1575","09DEE2211_21","09DEE2211",2021-07-28,"2021",1253.2,188,2021
"1576","09DEE2294/05","09DEE2294",2005-09-01,"2005",1567.6,181,2005
"1577","09DEE2294/06","09DEE2294",2006-08-17,"2006",1919.2,188,2006
"1578","09DEE2294/08","09DEE2294",2008-09-16,"2008",1890.3,223,2008
"1579","09DEE2294/09","09DEE2294",2009-08-18,"2009",1876.3,184,2009
"1580","09DEE2294/10","09DEE2294",2010-08-30,"2010",1709.5,204,2010
"1581","09DEE2294_11","09DEE2294",2011-08-16,"2011",2360.4,214,2011
"1582","09DEE2294_12","09DEE2294",2012-09-05,"2012",2150.9,208,2012
"1583","09DEE2294_13","09DEE2294",2013-08-21,"2013",2004.6,190,2013
"1584","09DEE2294_14","09DEE2294",2014-08-19,"2014",2057.5,167,2014
"1585","09DEE2294_15","09DEE2294",2015-08-27,"2015",1659.7,148,2015
"1586","09DEE2294_16","09DEE2294",2016-08-04,"2016",2290.5,214,2016
"1587","09DEE2294_17","09DEE2294",2017-08-16,"2017",2033.5,218,2017
"1588","09DEE2294_19","09DEE2294",2019-09-30,"2019",1819.2,218,2019
"1589","09DEE2294_19_R","09DEE2294",2019-09-30,"2019",1819.2,218,2019
"1590","09DEE2294_20","09DEE2294",2020-09-30,"2020",2351.7,226,2020
"1591","09DEE2294_2002","09DEE2294",2002-08-14,"2002",2076.6,202,2002
"1592","09DEE2294_2002R2","09DEE2294",2002-08-14,"2002",2076.6,202,2002
"1593","09DEE2294_2003","09DEE2294",2003-08-18,"2003",1527.4,168,2003
"1594","09DEE2294_21","09DEE2294",2021-10-06,"2021",19.1,4,2022
"1595","09DEE2294Duplicate_2003","09DEE2294",2003-09-20,"2003",1637.8,178,2003
"1596","09DUV0225_2003","09DUW0225",2003-08-01,"2003",776.3,145,2003
"1597","09DUW0091/08","09DUW0091",2008-09-11,"2008",770.3,180,2008
"1598","09DUW0091/10","09DUW0091",2010-09-08,"2010",971.8,174,2010
"1599","09DUW0091_11","09DUW0091",2011-09-14,"2011",1035.6,179,2011
"1600","09DUW0091_12","09DUW0091",2012-08-27,"2012",889.5,164,2012
"1601","09DUW0091_14","09DUW0091",2014-08-25,"2014",794.1,133,2014
"1602","09DUW0091_16","09DUW0091",2016-08-11,"2016",1065.3,151,2016
"1603","09DUW0091_18","09DUW0091",2018-09-19,"2018",931.8,151,2018
"1604","09DUW0091_18_R","09DUW0091",2018-09-19,"2018",931.8,151,2018
"1605","09DUW0091_19","09DUW0091",2019-07-23,"2019",705.2,125,2019
"1606","09DUW0091_20","09DUW0091",2020-07-29,"2020",854.2,156,2020
"1607","09DUW0091_2002","09DUW0091",2002-08-14,"2002",922,174,2002
"1608","09DUW0091_2007","09DUW0091",2007-08-07,"2007",989.8,161,2007
"1609","09DUW0091_21","09DUW0091",2021-07-28,"2021",855.8,146,2021
"1610","09DUW0225/10","09DUW0225",2010-08-16,"2010",991.7,172,2010
"1611","09DUW0225_11","09DUW0225",2011-09-01,"2011",1114.3,183,2011
"1612","09DUW0225_12","09DUW0225",2012-08-08,"2012",959.1,172,2012
"1613","09DUW0225_20","09DUW0225",2020-07-22,"2020",906.3,159,2020
"1614","09DUW0225_2002","09DUW0225",2002-08-14,"2002",994.2,173,2002
"1615","09DUW0225_2007","09DUW0225",2007-08-07,"2007",1060.6,161,2007
"1616","09DUW0225_21","09DUW0225",2021-07-28,"2021",902.6,150,2021
"1617","09DUW0277/05","09DUW0277",2005-09-16,"2005",769.8,164,2005
"1618","09DUW0277/06","09DUW0277",2006-08-09,"2006",978.8,170,2006
"1619","09DUW0277/08","09DUW0277",2008-08-05,"2008",761.7,169,2008
"1620","09DUW0277_12","09DUW0277",2012-09-17,"2012",960.1,173,2012
"1621","09DUW0277_13","09DUW0277",2013-09-05,"2013",1051.8,174,2013
"1622","09DUW0277_14","09DUW0277",2014-09-09,"2014",865.9,134,2014
"1623","09DUW0277_15","09DUW0277",2015-09-30,"2015",907.4,142,2015
"1624","09DUW0277_16","09DUW0277",2016-08-11,"2016",1137.3,157,2016
"1625","09DUW0277_17","09DUW0277",2017-08-31,"2017",1293.4,176,2017
"1626","09DUW0277_19","09DUW0277",2019-08-12,"2019",784.5,134,2019
"1627","09DUW0277_20","09DUW0277",2020-08-24,"2020",913,164,2020
"1628","09DUW0277_21","09DUW0277",2021-08-18,"2021",905.3,152,2021
"1629","09JEN1318/05","09JEN1318",2005-09-16,"2005",995.7,167,2005
"1630","09JEN1318/06","09JEN1318",2006-08-15,"2006",1223.9,175,2006
"1631","09JEN1318/08","09JEN1318",2008-08-06,"2008",994.4,193,2008
"1632","09JEN1318/10","09JEN1318",2010-09-14,"2010",1264.7,186,2010
"1633","09JEN1318_11","09JEN1318",2011-08-22,"2011",1351.7,194,2011
"1634","09JEN1318_12","09JEN1318",2012-09-05,"2012",1196.1,181,2012
"1635","09JEN1318_13","09JEN1318",2013-08-28,"2013",1181.1,186,2013
"1636","09JEN1318_15","09JEN1318",2015-08-24,"2015",988.9,136,2015
"1637","09JEN1318_16","09JEN1318",2016-08-16,"2016",1375.5,184,2016
"1638","09JEN1318_17","09JEN1318",2017-07-31,"2017",1319.9,193,2017
"1639","09JEN1318_18","09JEN1318",2018-08-23,"2018",1092.3,175,2018
"1640","09JEN1318_19","09JEN1318",2019-09-05,"2019",966.4,157,2019
"1641","09JEN1318_20","09JEN1318",2020-07-23,"2020",1122.7,180,2020
"1642","09JEN1318_2002","09JEN1318",2002-08-19,"2002",1297.3,184,2002
"1643","09JEN1318_2007","09JEN1318",2007-08-21,"2007",1319.2,183,2007
"1644","09JEN1318_21","09JEN1318",2021-08-02,"2021",1005.7,164,2021
"1645","09JEN1318QC_2007","09JEN1318",2007-08-21,"2007",1319.2,183,2007
"1646","09JEN1357/05","09JEN1357",2005-09-19,"2005",995.7,167,2005
"1647","09JEN1357/06","09JEN1357",2006-08-15,"2006",1223.9,175,2006
"1648","09JEN1357/08","09JEN1357",2008-08-06,"2008",994.4,193,2008
"1649","09JEN1357/09","09JEN1357",2009-08-13,"2009",1074,160,2009
"1650","09JEN1357/10","09JEN1357",2010-08-11,"2010",1210,180,2010
"1651","09JEN1357_11","09JEN1357",2011-09-08,"2011",1357.2,195,2011
"1652","09JEN1357_12","09JEN1357",2012-08-30,"2012",1196.1,181,2012
"1653","09JEN1357_13","09JEN1357",2013-08-28,"2013",1181.1,186,2013
"1654","09JEN1357_15","09JEN1357",2015-08-18,"2015",988.9,136,2015
"1655","09JEN1357_16","09JEN1357",2016-08-16,"2016",1375.5,184,2016
"1656","09JEN1357_17","09JEN1357",2017-07-31,"2017",1319.9,193,2017
"1657","09JEN1357_18","09JEN1357",2018-08-23,"2018",1092.3,175,2018
"1658","09JEN1357_19","09JEN1357",2019-09-24,"2019",1052,169,2019
"1659","09JEN1357_20","09JEN1357",2020-08-17,"2020",1124.2,182,2020
"1660","09JEN1357_2002","09JEN1357",2002-08-19,"2002",1297.3,184,2002
"1661","09JEN1357_2003","09JEN1357",2003-08-05,"2003",941.5,155,2003
"1662","09JEN1357_2007","09JEN1357",2007-08-21,"2007",1319.2,183,2007
"1663","09JEN1357_21","09JEN1357",2021-08-02,"2021",1005.7,164,2021
"1664","09LOW0325/05","09LOW0325",2005-08-24,"2005",757.2,159,2005
"1665","09LOW0325/06","09LOW0325",2006-08-07,"2006",979.1,171,2006
"1666","09LOW0325/09","09LOW0325",2009-08-13,"2009",770.9,153,2009
"1667","09LOW0325/10","09LOW0325",2010-08-04,"2010",983.4,169,2010
"1668","09LOW0325_11","09LOW0325",2011-08-09,"2011",1126.6,181,2011
"1669","09LOW0325_12","09LOW0325",2012-09-13,"2012",988.9,175,2012
"1670","09LOW0325_13","09LOW0325",2013-08-21,"2013",1047.4,169,2013
"1671","09LOW0325_14","09LOW0325",2014-08-25,"2014",867.5,133,2014
"1672","09LOW0325_15","09LOW0325",2015-08-11,"2015",804.7,125,2015
"1673","09LOW0325_16","09LOW0325",2016-08-23,"2016",1134.7,163,2016
"1674","09LOW0325_17","09LOW0325",2017-08-28,"2017",1271.3,179,2017
"1675","09LOW0325_18","09LOW0325",2018-08-15,"2018",982.9,149,2018
"1676","09LOW0325_20","09LOW0325",2020-08-24,"2020",918.1,166,2020
"1677","09LOW0325_2002","09LOW0325",2002-08-29,"2002",995.6,175,2002
"1678","09LOW0325_21","09LOW0325",2021-10-04,"2021",1.9,1,2022
"1679","09LOW0751/05","09LOW0751",2005-09-12,"2005",809.5,164,2005
"1680","09LOW0751/06","09LOW0751",2006-08-08,"2006",1035.5,175,2006
"1681","09LOW0751/08","09LOW0751",2008-08-28,"2008",842.1,197,2008
"1682","09LOW0751/08-R","09LOW0751",2008-08-28,"2008",842.1,197,2008
"1683","09LOW0751/09","09LOW0751",2009-08-11,"2009",848.9,152,2009
"1684","09LOW0751/10","09LOW0751",2010-08-04,"2010",1044.2,168,2010
"1685","09LOW0751_11","09LOW0751",2011-09-15,"2011",1146.3,188,2011
"1686","09LOW0751_12","09LOW0751",2012-08-21,"2012",992.7,178,2012
"1687","09LOW0751_13","09LOW0751",2013-08-12,"2013",1007.3,174,2013
"1688","09LOW0751_14","09LOW0751",2014-08-11,"2014",886.3,132,2014
"1689","09LOW0751_15","09LOW0751",2015-08-11,"2015",849.9,136,2015
"1690","09LOW0751_16","09LOW0751",2016-08-22,"2016",1182.2,176,2016
"1691","09LOW0751_17","09LOW0751",2017-08-17,"2017",1220,184,2017
"1692","09LOW0751_18","09LOW0751",2018-10-04,"2018",12.5,2,2019
"1693","09LOW0751_18_R","09LOW0751",2018-10-04,"2018",12.5,2,2019
"1694","09LOW0751_19","09LOW0751",2019-09-05,"2019",854.1,151,2019
"1695","09LOW0751_20","09LOW0751",2020-10-01,"2020",0,0,2021
"1696","09LOW0751_2002","09LOW0751",2002-09-20,"2002",1077.7,186,2002
"1697","09LOW0751_2003","09LOW0751",2003-08-06,"2003",802.5,152,2003
"1698","09LOW0751_2007","09LOW0751",2007-08-09,"2007",1091.8,166,2007
"1699","09LOW0751_21","09LOW0751",2021-10-06,"2021",10.9,2,2022
"1700","09LOW0753/05","09LOW0753",2005-09-14,"2005",809.5,164,2005
"1701","09LOW0753/06","09LOW0753",2006-08-08,"2006",1035.5,175,2006
"1702","09LOW0753/08","09LOW0753",2008-08-28,"2008",842.1,197,2008
"1703","09LOW0753/10","09LOW0753",2010-09-15,"2010",1087.2,177,2010
"1704","09LOW0753_11","09LOW0753",2011-08-09,"2011",1139.8,185,2011
"1705","09LOW0753_12","09LOW0753",2012-08-28,"2012",992.7,178,2012
"1706","09LOW0753_13","09LOW0753",2013-08-26,"2013",1011.7,177,2013
"1707","09LOW0753_16","09LOW0753",2016-08-17,"2016",1182.2,176,2016
"1708","09LOW0753_17","09LOW0753",2017-08-28,"2017",1221,185,2017
"1709","09LOW0753_18","09LOW0753",2018-08-09,"2018",963.4,160,2018
"1710","09LOW0753_19","09LOW0753",2019-09-05,"2019",854.1,151,2019
"1711","09LOW0753_20","09LOW0753",2020-08-05,"2020",963.1,168,2020
"1712","09LOW0753_2002","09LOW0753",2002-09-25,"2002",1077.7,186,2002
"1713","09LOW0753_2003","09LOW0753",2003-08-04,"2003",800.8,151,2003
"1714","09LOW0753_2007","09LOW0753",2007-08-09,"2007",1091.8,166,2007
"1715","09LOW0753_21","09LOW0753",2021-08-12,"2021",869.9,153,2021
"1716","09LOW0753Duplicate_2003","09LOW0753",2003-08-04,"2003",800.8,151,2003
"1717","09LOW0788/08","09LOW0788",2008-08-20,"2008",900.2,192,2008
"1718","09LOW0788/09","09LOW0788",2009-08-13,"2009",943.6,157,2009
"1719","09LOW0788/10","09LOW0788",2010-09-15,"2010",1148.2,184,2010
"1720","09LOW0788_11","09LOW0788",2011-08-09,"2011",1232.4,189,2011
"1721","09LOW0788_12","09LOW0788",2012-08-21,"2012",1082.9,180,2012
"1722","09LOW0788_13","09LOW0788",2013-08-12,"2013",1089,177,2013
"1723","09LOW0788_2003","09LOW0788",2003-08-06,"2003",852.3,152,2003
"1724","09LOW0788_2007","09LOW0788",2007-08-14,"2007",1183.5,171,2007
"1725","09MID1374/05","09MID1374",2005-08-18,"2005",906.2,157,2005
"1726","09MID1374/06","09MID1374",2006-08-16,"2006",1143.2,178,2006
"1727","09MID1374/08","09MID1374",2008-08-28,"2008",963.3,202,2008
"1728","09MID1374/09","09MID1374",2009-08-04,"2009",988.2,156,2009
"1729","09MID1374/10","09MID1374",2010-09-01,"2010",1153.5,184,2010
"1730","09MID1374_11","09MID1374",2011-08-16,"2011",1268.9,197,2011
"1731","09MID1374_12","09MID1374",2012-08-20,"2012",1112.5,184,2012
"1732","09MID1374_13","09MID1374",2013-08-21,"2013",1091.8,183,2013
"1733","09MID1374_13_rep","09MID1374",2013-08-21,"2013",1091.8,183,2013
"1734","09MID1374_14","09MID1374",2014-08-21,"2014",1056.1,145,2014
"1735","09MID1374_15","09MID1374",2015-08-05,"2015",915.4,137,2015
"1736","09MID1374_16","09MID1374",2016-08-29,"2016",1374.9,183,2016
"1737","09MID1374_17","09MID1374",2017-08-24,"2017",1260.7,195,2017
"1738","09MID1374_18","09MID1374",2018-08-23,"2018",1045.2,166,2018
"1739","09MID1374_19","09MID1374",2019-08-07,"2019",895,153,2019
"1740","09MID1374_20","09MID1374",2020-07-29,"2020",1091.2,173,2020
"1741","09MID1374_2002","09MID1374",2002-08-05,"2002",1179.9,179,2002
"1742","09MID1374_2003","09MID1374",2003-09-24,"2003",901.9,168,2003
"1743","09MID1374_2007","09MID1374",2007-08-22,"2007",1243.1,177,2007
"1744","09MID1374_21","09MID1374",2021-09-21,"2021",1008.3,177,2021
"1745","09MID1537/06","09MID1537",2006-08-30,"2006",1169.7,178,2006
"1746","09MID1537/08","09MID1537",2008-09-03,"2008",980.6,205,2008
"1747","09MID1537/09","09MID1537",2009-08-04,"2009",1006.3,156,2009
"1748","09MID1537/10","09MID1537",2010-09-01,"2010",1135,181,2010
"1749","09MID1537_11","09MID1537",2011-08-10,"2011",1254.8,195,2011
"1750","09MID1537_12","09MID1537",2012-09-13,"2012",1116.7,184,2012
"1751","09MID1537_13","09MID1537",2013-09-04,"2013",1115.8,190,2013
"1752","09MID1537_14","09MID1537",2014-09-04,"2014",1079.2,154,2014
"1753","09MID1537_15","09MID1537",2015-08-20,"2015",912.4,138,2015
